CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
11.425.077/0001-20;2023-06-30;1;Outras Cotas de FI;MB MASTER REF. DI LP FIF;598452000117;;;;;;970.2801455;475608.19
11.602.654/0001-01;2023-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;41816.85;2465917.65
11.602.654/0001-01;2023-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;43558.57;2649522.01
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;50;;;;459;427894.72
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;433;;;;13900;15133707.58
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;206;;;;7345;6915685.84
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;52;;;;5;215232.11
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;50;;;;21188;19752142.27
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;335;;;;30271;27412791.92
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;217;;;;4845;1903063.52
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;156;;;;2;220331.78
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;468;;;;739;504407.06
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;255;;;;25;7967143.29
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;132;;;;47;33065455.03
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;173;;;;25547;24968873.36
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;217;;;;1846;725088.8
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;95;;;;50000;49986770.81
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;93;;;;19902;22365691.7
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;212;;;;3253;2906326.15
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;290;;;;26393;25413594.42
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;40;;;;24985;17576713.12
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;204;;;;7330;6789524.62
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;362;;;;17784;18012334.21
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;14;2;;;;19390;19884868.87
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;116;;;;355;10139819.36
11.664.201/0001-00;2023-03-31;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZAÇÃO;41811375000119;2;1;;;;35000;36385955.05
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;93;;;;21062;23669289.45
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;108;1;;;;20339;17987847.18
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;24;1;;;;40000;38803822.4
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;93;;;;12;498862.86
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;214;;;;4830;3005380.03
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;212;;;;28589;25542255.88
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;261;;;;14523;15551517.44
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;259;;;;7;659381.67
11.664.201/0001-00;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;64;;;;7000;277946.69
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;55;;;;20000;17676166.29
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;215;;;;4845;1605769.1
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;7;;;;14;2678260.91
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;8;1;;;;40076;34861995.27
11.664.201/0001-00;2023-03-31;1;FII;CANVAS CRI - FUNDO DE INVESTIMENTO IMOBI;40011268000143;;;;;;150000;11626500
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;313;;;;24456;22163642.71
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;84;;;;30700;31333931.78
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;371;;;;35000;37384681.06
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;22;;;;73;5937861.02
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;316;;;;49985;46117127.81
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;1;;;;3;1058094.72
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;338;;;;19230;20680253.69
11.664.201/0001-00;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;193;;;;34358;33914800.4
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;467;;;;20000;10877009.57
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;98;1;;;;11363;10225788.15
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;468;;;;19511;13317302.07
11.664.201/0001-00;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;222;;;;7092;7032198.67
11.664.201/0001-00;2023-03-31;1;FII;RBR PRIVATE CREDITO IMOB FII;30166700000111;;;;;;47847;4636852.77
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;52;;;;4;172185.69
11.664.201/0001-00;2023-03-31;1;FII;QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVE;32400264000129;;;;;;505600;40372160
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;469;;;;25500;24060048.98
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;27;1;;;;17067;9334390.06
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;269;;;;1;41634.3
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;157;;;;8;2105723.1
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;219;;;;10702;7900451.93
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;54;;;;2;118978.51
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;132;;;;7;4924642.24
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;215;;;;1846;611816.25
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;132;;;;19300;20389674.09
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;79;;;;18500;19417969.1
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;11;1;;;;29960;22917642.59
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;1;;;;6;2116189.45
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;44;;;;40246;40171268.97
11.664.201/0001-00;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;6;1;;;;17429;17230139.41
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;268;;;;14523;15644353.29
11.664.201/0001-00;2023-03-31;1;FII;FII MOGNO CRI HIGH GRADE;35652204000191;;;;;;150000;11878500
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;133;;;;27961;30985503.3
11.664.201/0001-00;2023-03-31;1;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;;;;;;307323;31651195.77
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;303;;;;95;760020.3
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;303;;;;1905;15240407
11.664.201/0001-00;2023-03-31;1;FII;EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INV;41076380000125;;;;;;1000000;8550000
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;149;;;;7124;2426496.23
11.664.201/0001-00;2023-03-31;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;79;;;;30;1257380.75
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;422;;;;34869049;36011354.51
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;156;;;;29;3194810.87
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;424;;;;30000;32043245.19
11.664.201/0001-00;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;6;1;;;;41019;40550983.34
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;30;;;;24987;22749505.15
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;268;;;;10000;10772122.35
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;50;;;;455;424165.79
11.664.201/0001-00;2023-03-31;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;19;1;;;;15362;15017444.46
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;54;;;;11031;10163305.89
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;98;1;;;;9297;8366553.94
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;24;2;;;;20213;19844365.25
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;207;;;;7345;6835726.76
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;192;;;;16;465010.52
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;216;;;;1846;579623.01
11.664.201/0001-00;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;17;1;;;;60918;62549578.45
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;216;;;;4845;1521274.9
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;5;1;;;;2713;819451.92
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;69;;;;1336;1260188.21
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;5;2;;;;2234;505651.9
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;83;;;;1;1188794.71
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;132;;;;16716;17659781.98
11.664.201/0001-00;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;91;;;;19040;18744589.18
11.664.201/0001-00;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;214;;;;1846;1148640.07
11.664.201/0001-00;2023-03-31;1;FII;FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA;41269052000145;;;;;;4000000;32960000
11.664.201/0001-00;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;261;;;;10000;10708199.02
11.664.201/0001-00;2023-03-31;1;FII;MORE RECEBÍVEIS IMOBILIÁRIOS FII FUNDO D;40102474000169;;;;;;154672;13827676.8
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;52;;;;5;54065.44
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;362;;;;17784;18229403.08
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;268;;;;14523;16213827.67
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;542;;;;10894;10603651.7
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;27;1;;;;17067;9697634.53
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;98;1;;;;9297;7918806.39
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;215;;;;1846;566628.82
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;149;;;;7124;2434554.67
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;40;;;;24985;17594495.75
11.664.201/0001-00;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;222;;;;7092;7463141.35
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;8;1;;;;40076;27816468.79
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;422;;;;34869049;35542464.83
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;54;;;;11031;10865022.26
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;313;;;;24456;22303025.67
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;261;;;;10000;11097735.92
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;335;;;;30271;24390856.27
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;469;;;;25500;24571117.64
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;219;;;;10702;7595732.43
11.664.201/0001-00;2023-06-30;1;CRI/CRA;CANAL COMPANHIA DE SECURITIZAÇÃO;41811375000119;2;1;;;;35000;37490609.7
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;467;;;;20000;10253029.65
11.664.201/0001-00;2023-06-30;1;FII;FII MOGNO CRI HIGH GRADE;35652204000191;;;;;;150000;12850500
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;19;1;;;;15362;15016174.05
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;11;1;;;;29960;22454033.51
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;212;;;;28589;25188956.89
11.664.201/0001-00;2023-06-30;1;FII;FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA;41269052000145;;;;;;4000000;36080000
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;214;;;;4830;2783408.38
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;79;;;;30;1041661.48
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;93;;;;19902;20377115.32
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;132;;;;16716;17904906.09
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;5;2;;;;2234;513340.35
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;83;;;;1;1188332.52
11.664.201/0001-00;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;6;1;;;;41019;43553477.57
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;132;;;;19300;20672690.09
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;7;;;;14;2263801.3
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;192;;;;16;458560.29
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;268;;;;10000;11164241.32
11.664.201/0001-00;2023-06-30;1;FII;QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVE;32400264000129;;;;;;506600;40421614
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;156;;;;2;206135.35
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;173;;;;25547;26173505.82
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;157;;;;8;2080625.82
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;371;;;;35000;38194574.69
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;338;;;;19230;21637210.49
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;261;;;;14523;16117241.88
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;22;;;;73;5817767.75
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;93;;;;21062;21564807.7
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;14;2;;;;19390;20256215.68
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;116;;;;355;9108908.58
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;255;;;;25;7046622.52
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;24;1;;;;40000;39963943.23
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;216;;;;4845;1408916.41
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;217;;;;4845;1762506.84
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;468;;;;19511;12817324.82
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;79;;;;18500;20033066.65
11.664.201/0001-00;2023-06-30;1;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;;;;;;86917;9039368
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;55;;;;20000;17947241.57
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;259;;;;7;649697.89
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;132;;;;47;34117563.78
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;433;;;;13900;15564938.09
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;52;;;;4;43252.35
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;98;1;;;;11363;9678541.14
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;133;;;;27961;31545877.38
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;50;;;;459;400232.13
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;217;;;;1846;671535.11
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;5;1;;;;2713;810553.3
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;1;;;;6;1945737.12
11.664.201/0001-00;2023-06-30;1;FII;MORE RECEBÍVEIS IMOBILIÁRIOS FII FUNDO D;40102474000169;;;;;;154672;14082885.6
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;91;;;;19040;18685052.6
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;269;;;;1;35344.92
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;93;;;;12;274249.75
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;290;;;;26393;26833321.86
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;44;;;;40246;41793626.13
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;24;2;;;;20213;20361563.36
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;50;;;;455;396744.27
11.664.201/0001-00;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;193;;;;34358;36359362.23
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;132;;;;7;5081339.29
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;84;;;;30700;32535675.21
11.664.201/0001-00;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;6;1;;;;17429;18505901.18
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;50;;;;21188;18475203.48
11.664.201/0001-00;2023-06-30;1;FII;CANVAS CRI - FUNDO DE INVESTIMENTO IMOBI;40011268000143;;;;;;150000;12600000
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BARI SECURITIZADORA S.A.;10608405000160;1;1;;;;3;972868.56
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;468;;;;739;485469.89
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;216;;;;1846;536813.15
11.664.201/0001-00;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;17;1;;;;60918;63155208.97
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;303;;;;1905;14933937.84
11.664.201/0001-00;2023-06-30;1;FII;RBR PRIVATE CREDITO IMOB FII;30166700000111;;;;;;47847;4704317.04
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;215;;;;4845;1487170.44
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO II COMPANHIA DE SECURITIZACAO;2105040000123;2;303;;;;95;744737.06
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;424;;;;30000;31640720.9
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;69;;;;1336;1272684.8
11.664.201/0001-00;2023-06-30;1;CRI/CRA;PLANETA SECURITIZADORA S.A.;7587384000130;4;54;;;;2;29907.98
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;207;;;;7345;6644337.56
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;30;;;;24987;23660704.27
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;204;;;;7330;6655508.76
